"mean" "sd" "tol"
"177" 0.0176142679818882 0.0183008387395689 1e-04
"178" 0.0150318840998902 -0.0194947070144508 1e-04
"179" 0.0156820738083832 -0.00591115626046224 1e-04
"180" -0.0149604179898318 0.0254179892670964 1e-04
"181" 0.0206019342614982 -0.00717141498794616 1e-04
"182" 0.0123732753033777 -0.0058111223713051 1e-04
"183" 0.00454500126680069 0.0310493199368855 1e-04
"184" 0.00322552662035569 -0.0081188307220792 1e-04
"185" 0.0138619267927639 -0.01189489568806 1e-04
"186" -0.0278714411887256 -0.00261391926980181 1e-04
"187" -0.00927475851799681 3.34915271690273e-05 1e-04
"188" -0.0148370628518623 -0.0163484916388135 1e-04
"189" 0.0220074867306349 -0.0228361651266508 1e-04
"190" 0.0014252666533757 -0.00746548409629744 1e-04
"191" 0.00387336792621318 -0.00362844885996294 1e-04
"192" 0.00353328289164068 -0.00510414323690744 1e-04
"193" 0.00042713750536319 0.00560851726901246 1e-04
"194" -0.0222124886431893 -0.0281332371123096 1e-04
"195" 0.0218302073055382 0.00532203669281539 1e-04
"196" -0.00638628431648181 0.00387445576409429 1e-04
"197" 0.00884450099901044 0.017531640864821 1e-04
"198" -0.00759722199432253 0.0104743595841241 1e-04
"199" 0.00408484814401069 -0.00936065550100129 1e-04
"200" -0.0254202262594568 0.0135420285618539 1e-04
"201" -0.0128060342240318 0.0221922544959053 1e-05
"202" 0.00345427216323818 -0.000412674716443018 1e-05
"203" 0.0127448753744257 0.00351649156696676 1e-05
"204" -0.00459121019538181 -0.0148270210160938 1e-05
"205" 0.0148111562059857 0.015655937473757 1e-05
"206" 0.00996926801285319 -0.0108047877486914 1e-05
"207" -0.0136551703309565 -0.0215035480731893 1e-05
"208" -0.0113911880554193 0.0258479670038885 1e-05
"209" 0.000912871655180697 0.0109389841247937 1e-05
"210" 0.0144098055570294 -0.00253138074454884 1e-05
"211" 0.00277204145725568 0.00732939283760581 1e-05
"212" -0.00478291080379931 0.000477982716957537 1e-05
"213" -0.0182714109668093 -0.000809950490292421 1e-05
"214" -0.0198579620900768 0.00323856232896225 1e-05
"215" 0.00131320235962817 0.0127610295212489 1e-05
"216" 0.00122093762009068 0.0123391245369453 1e-05
"217" 0.0141228903269132 -0.00927416952190896 1e-05
"218" 0.00257607133290319 -0.00828911647757802 1e-05
"219" 0.00985431647055068 -0.00767342566612539 1e-05
"220" 0.0165992595062032 0.0174209598867343 1e-05
"221" -0.00391470784169431 0.00926502580423894 1e-05
"222" 0.00259507887544069 0.0145662294229355 1e-05
"223" 0.00979595190962068 -0.00118650815223265 1e-05
"224" 0.0121570537265184 -2.11266785856701e-05 1e-05
"225" 0.0169885419201932 0.00147674159297639 1e-05
"226" -0.0124343879165266 -0.00631691946571511 1e-05
"227" 0.0174088026701507 0.00916220108495625 1e-05
"228" 0.00442620125423568 -0.00744602210932366 1e-05
"229" 0.00139287799822693 -0.0023025561000134 1e-05
"230" -0.0174515078792093 0.0206736393632936 1e-05
"231" 0.0174582726151082 -0.0286857282762146 1e-05
"232" -0.00310649126297682 0.00836116450178337 1e-05
"233" -0.00336533141220932 -0.00030746539415849 1e-05
"234" 0.00262432350650069 -0.000208910729734613 1e-05
"235" -0.0175124586125518 0.00739297131976524 1e-05
"236" -0.0030849126548568 -0.0136258708907239 1e-05
"237" -0.0104046913354818 -0.0060110125872328 1e-05
"238" 0.00304230133814068 -0.00840552378286241 1e-05
"239" -0.0033785143570868 0.00202752118203453 1e-05
"240" 0.00471578761231306 -0.0182391902888223 1e-05
"241" 0.00381906280007119 -0.00543553784814954 1e-05
"242" 0.0117193230231432 0.00865075677313365 1e-05
"243" 0.00543711652595069 -0.000788259670313596 1e-05
"244" -0.00339219553303433 0.00944079830474065 1e-05
"245" 0.0175340028179632 -0.00869781138725911 1e-05
"246" -0.000107311054841824 -0.00969445795885393 1e-05
"247" 0.0138030095123377 0.0155502249608487 1e-05
"248" -0.00755053383975157 0.0114993205907052 1e-05
"249" -0.00568220500288433 0.00833744445419926 1e-05
"250" -0.0123116402624268 -0.0047975875227656 1e-05
"251" 0.00791212847400069 -0.0190902781315845 1e-05
"252" -0.00104348229481682 0.0147561953673573 1e-05
"253" 0.00776543993658543 -0.0054754018553107 1e-05
"254" 0.0189405241878057 0.0085070892470771 1e-05
"255" 0.00960959421972618 -0.00181755492877633 1e-05
"256" -0.0138856542205293 -0.0118217815699957 1e-05
"257" -0.0331273390227521 0.0133849545921699 1e-05
"258" -0.00589491899623681 -0.0119577492542761 1e-05
"259" -0.0198204376039243 -0.00147997794443244 1e-05
"260" 0.0174740091228919 -0.0028910097133531 1e-05
"261" 0.00102529203828344 -0.024888861272128 1e-05
"262" 0.0181593268042907 -0.00488587773176674 1e-05
"263" -0.0059247353365843 0.00699898941064125 1e-05
"264" -0.00927827807690432 0.00617515441525462 1e-05
"265" 0.00532818923727818 -0.0138500372898755 1e-05
"266" -0.0125463993009533 -0.0055247632869706 1e-05
"267" -0.0161633740168593 -0.0103166304335863 1e-05
"268" 0.00903909405400319 -0.0190197966587826 1e-05
"269" 0.0117403760769507 -0.00285948032574146 1e-05
"270" 0.0135030167770807 -0.0122760671470469 1e-05
"271" 0.0103835350598032 -0.00171570613297001 1e-05
"272" -0.00172803903684182 0.00250027112557216 1e-05
"273" -0.000744479199572073 0.000885257455754629 1e-05
"274" -0.00266397976121432 -0.0181020400329153 1e-05
"275" -0.00627675067167682 0.0059708756282828 1e-05
"276" -0.0100340635666148 -0.00661012685977624 1e-05
"277" -0.0018091861714343 0.0186440239315996 1e-05
"278" 0.00486970478710319 -0.0211913225305015 1e-05
"279" 0.00333859389421068 0.000372905428805748 1e-05
"280" 0.00300070668094243 0.0153422767527274 1e-05
"281" 0.0143060083358807 -0.0168533355094702 1e-05
"282" 0.00253194270284593 0.0029720231809548 1e-05
"283" 0.000392218072968187 0.0232328517615438 1e-05
"284" 0.0068342368733082 0.00619570877649678 1e-05
"285" -0.00760360253738682 -0.0114329687184661 1e-05
"286" -0.0174227877862793 0.00130585845295672 1e-05
"287" 0.000182901790340695 -0.00693782172584467 1e-05
"288" -0.00815918229132731 -0.00520753946184971 1e-05
"289" 0.00473087506881947 -0.00484454565065617 1e-05
"290" 0.00887217928120568 -0.00298531744074348 1e-05
"291" 0.0234628652753057 -0.00710967842058885 1e-05
"292" 0.0148201431765507 -0.00542528134175613 1e-05
"293" 0.0222072088151157 -0.00936532952549141 1e-05
"294" 0.000355067286713195 -0.0161763009243291 1e-05
"295" 0.000572632671870688 -0.00118662093746935 1e-05
"296" 0.0141561584484232 0.00330035107969051 1e-05
"297" 4.08680736818656e-06 0.0261098677395381 1e-05
"298" 0.0186945297884832 0.00226519250087021 1e-05
"299" -0.000559239270889328 0.00883653296893339 1e-05
"300" -0.00418033030062431 -0.00626817317646877 1e-05
"301" 0.00594004853637067 -0.0160791985085437 1e-06
"302" 0.0122918627622357 0.0138468189979466 1e-06
"303" 0.0244094667035847 0.00496454236208432 1e-06
"304" -0.000566883098894327 0.00289707770185887 1e-06
"305" 0.0111399355851389 -0.0111589814156736 1e-06
"306" -0.000924817316309307 -0.00964578149652717 1e-06
"307" -0.00614830083755794 -0.024799677426338 1e-06
"308" -0.0185776693215393 -0.0029285427044039 1e-06
"309" 0.00853760563064068 0.00367436547934297 1e-06
"310" 0.00865613131854567 -0.00350455649677828 1e-06
"311" -0.0132614354390981 -0.0115266861765376 1e-06
"312" 0.00734014626292068 -0.000725199958052203 1e-06
"313" -0.00529945632326931 -0.00405788677416286 1e-06
"314" 0.00422712597607319 0.00817366898184468 1e-06
"315" 0.00120923497315895 -0.00691118917590039 1e-06
"316" 0.0186005248671807 -0.00628863319878048 1e-06
"317" 0.00535572877340817 -0.00645126561003018 1e-06
"318" 0.00755632245125817 -0.000132010645663594 1e-06
"319" 0.0335913189945007 0.00628425639284258 1e-06
"320" 0.0226421965425432 0.00139588627781018 1e-06
"321" -0.0202933836107343 0.0168436366589276 1e-06
"322" 0.00162131109913069 0.0118766634140552 1e-06
"323" 0.00845368451354594 -0.0206700040787781 1e-06
"324" -0.00844815632416857 -0.0242850868811509 1e-06
"325" 0.0102841526904089 -0.0313816347441261 1e-06
"326" -0.0082865930509593 -0.0274703414969577 1e-06
"327" 0.0150428917204414 0.015623278644106 1e-06
"328" 0.0171408471027194 0.00549609700441211 1e-06
"329" -0.000878690392136811 0.000147598510939373 1e-06
"330" -0.0100730707081793 -0.00237380941532339 1e-06
"331" 0.00821785145513068 0.00504918921871345 1e-06
"332" 0.000535375639403174 0.0182360179493404 1e-06
"333" -0.0108682657162743 0.00222393434331614 1e-06
"334" -0.0247239711566818 0.00562619999005998 1e-06
"335" 0.0201331968842612 0.0107162516399844 1e-06
"336" -0.0102955580059158 -0.00267018611204806 1e-06
"337" -0.0135005864334668 0.0147064608883629 1e-06
"338" -0.00346169393301932 0.0100306918341861 1e-06
"339" -0.00210941795261932 0.00178468944120358 1e-06
"340" 0.0111097962845682 -0.0102446726171619 1e-06
"341" 0.0118971329238782 -0.0196412620562524 1e-06
"342" 0.0109939292943132 0.0070461334385773 1e-06
"343" 0.00876410472445568 -0.00684546703878985 1e-06
"344" -0.0159809365711381 0.00296042135117414 1e-06
"345" 0.00283070177335218 -0.022125728233665 1e-06
"346" 0.00222526109171819 0.000522554549571397 1e-06
"347" -0.00664826431958682 0.00352380001634722 1e-06
"348" 0.00248603608128067 0.0229938002526755 1e-06
"349" -0.00061594893263181 0.012937741007009 1e-06
"350" -0.0109955325944893 -0.0115110520119315 1e-06
"351" -0.0073368400863093 -0.00641381671211216 1e-06
"352" -0.00142606021449682 0.0183966011692233 1e-06
"353" -0.00399589377290432 -0.00798436364775412 1e-06
"354" -0.0176908236686351 0.00144617056917484 1e-06
"355" 0.0270166604737107 0.0178170545108289 1e-06
"356" -0.0339590002150733 0.0183533672150759 1e-06
"357" -0.00873076104319181 -0.00262627592039499 1e-06
"358" -0.0117662054215893 -0.0143720642811468 1e-06
"359" -0.00834309552333806 0.0170199729256402 1e-06
"360" -0.00326176727105681 0.0108195871073786 1e-06
"361" -0.000627823832720559 0.00479101613832089 1e-06
"362" -0.0101756030916418 -0.00115864000512123 1e-06
"363" -0.0186216079388097 0.00772224074609495 1e-06
"364" -0.00707715514999932 0.0208483304993715 1e-06
"365" -0.00428959816547655 -0.00579552673223549 1e-06
"366" -0.00270345751478931 -0.000506332748864913 1e-06
"367" -0.0224914822554578 -0.00449608325971185 1e-06
"368" 0.0038348576832232 -0.00958354216921253 1e-06
"369" -0.0102189780094293 -0.0198695137158699 1e-06
"370" 0.0104374949766332 0.020945624350888 1e-06
"371" 0.00260525141709819 0.00237600588994069 1e-06
"372" -0.000404143622829312 -0.00867422557682951 1e-06
"373" -0.0178343505771068 -0.00622554143338661 1e-06
"374" -0.0234801194712318 -0.0380767130974905 1e-06
"375" -0.0214020144252468 -0.00898425860899821 1e-06
"376" 0.0052552461809493 0.00876451799614875 1e-06
"377" -0.00941432609676932 0.00283370533112304 1e-06
"378" 0.00661773950883568 -0.0343186060323637 1e-06
"379" 0.0038735466389932 -0.0164239499360247 1e-06
"380" -0.00784052775851257 0.0127890130012847 1e-06
"381" -0.00328980516282182 0.0188635290585996 1e-06
"382" 0.00603477965028068 0.0178217227086296 1e-06
"383" 0.0137137183017707 0.0453188263606146 1e-06
"384" 0.0282338589277207 -0.0044710609784071 1e-06
"385" 0.00853279177183242 -0.0244912507060943 1e-06
"386" -0.0145353185103843 0.00259006038935272 1e-06
"387" -0.0207544520320118 8.42523494983816e-05 1e-06
"388" -0.00552327514468681 -0.00628184088398576 1e-06
"389" 0.0032058928160707 0.00608459281291518 1e-06
"390" 0.0205643983390067 0.00113531237341125 1e-06
"391" 0.00106430770659319 0.0158322217005528 1e-06
"392" 0.0214776688891082 0.0137633867269213 1e-06
"393" 0.00794097114251568 -0.00892508052384255 1e-06
"394" 0.00281834498941569 -0.0129387203051838 1e-06
"395" -0.0167269581412093 0.00668491346517108 1e-06
"396" 0.0108458287769714 -0.0158923352114221 1e-06
"397" -0.0126320638092568 0.00514130809593216 1e-06
"398" 0.0117368612362407 0.0127439128130745 1e-06
"399" -0.00969390046632432 -0.00185640273035292 1e-06
"400" -0.0342803125021693 0.00615575424165238 1e-06
